Outcome,Recommendation,TargetType,RuleId,RuleName
Pass,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Pass,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Fail,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Pass,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Fail,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Pass,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Pass,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Pass,Consider using domain name labels that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.DNSLabel,Azure.PublicIP.DNSLabel
